SiO2,TiO2,Al2O3,MnO,MgO ,CaO,Na2O,K2O,P2O5,Name,Basalt,Gabbro,Granite
47.77,1.33,15.38,0.17,10.76,11.28,2.69,0.62,0.41,Basalt,1,0,0
47.94,1.28,15.22,0.18,10.87,11.39,2.17,0.96,0.38,Basalt,1,0,0
51.5,1.12,16.04,0.15,9.49,9.8,2.64,0.33,0.16,Basalt,1,0,0
45.66,1.6,14.87,0.17,9.81,13.09,3.09,0.96,0.84,Basalt,1,0,0
48.24,1.34,15.91,0.17,10.06,10.78,2.51,0.56,0.26,Basalt,1,0,0
45.42,1.57,14.97,0.19,9.94,13.01,3.3,0.76,0.7,Basalt,1,0,0
48.32,1.4,15.83,0.19,9.98,10.59,2.48,0.49,0.26,Basalt,1,0,0
50.59,1.55,16.53,0.16,8.14,9.64,2.94,0.43,0.26,Basalt,1,0,0
50.38,1.51,16.08,0.16,7.9,10.18,2.94,0.87,0.37,Basalt,1,0,0
50.61,1.43,16.8,0.18,7.76,10.51,2.66,0.38,0.21,Basalt,1,0,0
51.7,1.28,16.96,0.15,7.54,9.98,2.88,0.46,0.22,Basalt,1,0,0
50.5,1.53,16.53,0.15,8.29,9.57,2.95,0.44,0.25,Basalt,1,0,0
50.3,1.5,16.73,0.16,7.76,10.27,2.75,0.41,0.24,Basalt,1,0,0
50.92,1.52,16.6,0.15,8.1,9.32,3.01,0.47,0.26,Basalt,1,0,0
48.01,1.53,16.45,0.19,8.68,10.97,2.49,0.51,0.27,Basalt,1,0,0
51.82,1.48,17.04,0.14,7.11,9.08,3.35,0.61,0.3,Basalt,1,0,0
47.18,0.97,13.79,0.15,14.91,10.93,1.79,1.03,0.39,Basalt,1,0,0
47.94,1.15,15.33,0.17,11.11,11.52,2.06,1.19,0.61,Basalt,1,0,0
49.09,1.33,14.16,0.14,10.75,11.37,2.05,1.78,0.67,Basalt,1,0,0
49.18,1.35,14.36,0.15,10.75,10.95,2.11,1.7,0.65,Basalt,1,0,0
48.48,1.26,15.27,0.17,10.93,11.24,2.27,0.75,0.45,Basalt,1,0,0
49.5,1.29,15.82,0.16,10.04,10.61,2.46,0.47,0.29,Basalt,1,0,0
48.92,1.31,15.41,0.16,10.23,11.2,2.33,0.69,0.41,Basalt,1,0,0
51.03,1.26,15.6,0.15,8.77,10.43,2.61,0.66,0.27,Basalt,1,0,0
50.51,1.49,16.32,0.15,8.42,9.91,2.72,0.41,0.4,Basalt,1,0,0
51.72,1.33,16.87,0.15,7.23,9.71,3.04,0.55,0.35,Basalt,1,0,0
50.69,0.87,14.77,0.15,11.49,10.67,2.08,0.26,0.18,Basalt,1,0,0
50.74,0.94,15.11,0.15,10.82,10.41,2.37,0.44,0.19,Basalt,1,0,0
48.2,1.27,15.38,0.18,10.94,11.04,2.2,0.95,0.37,Basalt,1,0,0
48.6,1.22,16.23,0.15,9.61,12.33,2.22,0.89,0.3,Basalt,1,0,0
50.58,1.19,16.38,0.15,9.69,9.61,2.58,0.48,0.2,Basalt,1,0,0
49.15,1.62,15.49,0.16,9.14,10.67,2.69,0.89,0.39,Basalt,1,0,0
51.39,1.28,16.65,0.15,8.05,9.92,2.88,0.55,0.23,Basalt,1,0,0
50.82,1.59,15.95,0.17,7.53,10.29,2.91,1.03,0.45,Basalt,1,0,0
50.72,1.2,16.91,0.14,7.98,10.52,2.29,1.2,0.22,Basalt,1,0,0
47.89,1.32,11.95,0.18,15.24,10,1.9,1.26,0.44,Basalt,1,0,0
49.02,1.67,13.79,0.15,10.62,10.11,2.47,2.62,0.74,Basalt,1,0,0
49.2,1.26,15.92,0.17,10.25,10.78,2.38,0.61,0.25,Basalt,1,0,0
48.9,1.28,16.13,0.15,9.44,11.61,2.31,0.78,0.28,Basalt,1,0,0
50.76,1.47,16.61,0.17,8.11,9.5,2.8,0.88,0.43,Basalt,1,0,0
48.96,2.45,13.75,0.18,10.08,9.75,2.36,0.68,0.24,Basalt,1,0,0
50.33,2.07,16.54,0.16,5.74,10.72,2.92,0.76,0.38,Basalt,1,0,0
51.25,1.41,16.34,0.15,8.51,9.38,2.78,0.53,0.28,Basalt,1,0,0
48.04,1.8,15.76,0.17,9.62,10.45,2.63,0.98,0.47,Basalt,1,0,0
51.65,1.75,15.5,0.19,5.71,10.36,3.31,0.49,0.24,Basalt,1,0,0
51.72,1.79,15.47,0.21,5.64,10.18,3.32,0.49,0.25,Basalt,1,0,0
51.91,1.34,17.36,0.17,6.64,9.74,3.16,0.88,0.28,Basalt,1,0,0
50.9,1.11,21.65,0.15,3.6,11.35,2.78,0.33,0.11,Basalt,1,0,0
51.53,1.1,21.92,0.15,3.27,11.2,3.01,0.38,0.15,Basalt,1,0,0
51.32,1.06,22.5,0.14,3.15,11.48,2.84,0.36,0.14,Basalt,1,0,0
51.43,1.52,17.29,0.2,4.93,10.1,3.03,0.43,0.13,Basalt,1,0,0
51.85,1.29,18.91,0.15,4.95,10.52,2.94,0.43,0.16,Basalt,1,0,0
50.67,0.88,21.02,0.14,4.7,11.93,2.37,0.41,0.11,Basalt,1,0,0
50.39,1.33,17.44,0.21,6.66,10.55,2.64,0.24,0.17,Basalt,1,0,0
51.25,1.44,17.98,0.19,4.32,10.28,2.95,0.29,0.14,Basalt,1,0,0
51.88,1.81,14.9,0.24,5.01,9.63,3.08,0.43,0.16,Basalt,1,0,0
50.17,1.84,16.4,0.21,5.57,10.28,2.94,0.46,0.27,Basalt,1,0,0
51.4,1.29,20.35,0.17,3.62,10.47,3.04,0.35,0.13,Basalt,1,0,0
51.96,1.55,19.04,0.17,3.95,10.1,3.16,0.53,0.2,Basalt,1,0,0
51.56,1.57,16.91,0.2,4.82,9.9,3.06,0.4,0.14,Basalt,1,0,0
51.24,1.95,16.32,0.23,5.04,9.35,3.1,0.37,0.2,Basalt,1,0,0
51.33,1.1,20.53,0.15,4.71,11.24,2.88,0.28,0.12,Basalt,1,0,0
50.79,1.1,21.79,0.15,3.45,11.45,2.83,0.37,0.11,Basalt,1,0,0
50.82,1.25,20.15,0.17,3.82,10.98,2.86,0.38,0.13,Basalt,1,0,0
50.98,1.28,19.95,0.17,3.71,10.95,2.86,0.41,0.13,Basalt,1,0,0
50.65,1.14,21.09,0.16,3.75,11.39,2.72,0.35,0.11,Basalt,1,0,0
50.79,1.19,20.58,0.17,3.83,11.19,2.83,0.36,0.11,Basalt,1,0,0
50.88,1.11,21.12,0.16,4.08,11.54,2.71,0.23,0.1,Basalt,1,0,0
50.91,1.35,19.67,0.17,4.33,10.95,2.82,0.44,0.12,Basalt,1,0,0
51.04,1.2,20.57,0.17,3.88,11.17,2.81,0.37,0.11,Basalt,1,0,0
51.29,1.08,20.01,0.16,4.53,11.33,2.67,0.4,0.1,Basalt,1,0,0
51.84,1.99,15.58,0.24,4.81,9.36,3.21,0.33,0.18,Basalt,1,0,0
51.64,1.95,15.69,0.21,4.84,9.08,3.31,0.48,0.19,Basalt,1,0,0
50.9,2.26,17.52,0.21,3.44,9.65,3.44,1.14,0.53,Basalt,1,0,0
51.9,1.64,16.1,0.18,5.51,10.36,3.29,0.44,0.24,Basalt,1,0,0
51.56,1.02,17.01,0.18,5.98,11.38,2.69,0.34,0.15,Basalt,1,0,0
51.93,1,16.84,0.14,6.17,11.33,2.6,0.29,0.14,Basalt,1,0,0
51.87,1.03,17.02,0.17,5.76,11.41,2.7,0.36,0.14,Basalt,1,0,0
51.76,1.03,16.37,0.17,6.39,11.49,2.77,0.37,0.15,Basalt,1,0,0
51.48,1.66,18.66,0.15,4.34,10.87,3,0.52,0.3,Basalt,1,0,0
51.49,1.4,17.21,0.14,6.58,10.65,3.07,0.48,0.29,Basalt,1,0,0
50.24,1.77,17.73,0.17,6.38,8.55,3.76,0.48,0.4,Basalt,1,0,0
51.1,1.56,17.67,0.15,6.06,10.98,2.79,0.3,0.29,Basalt,1,0,0
51.4,1.5,17.34,0.14,6.66,9.82,3.16,0.5,0.23,Basalt,1,0,0
51.3,1.09,19.05,0.1,4.61,12.29,2.66,0.31,0.13,Basalt,1,0,0
51.91,1.09,17.74,0.15,5.88,11.19,2.94,0.44,0.16,Basalt,1,0,0
51.37,0.98,16.81,0.16,5.95,11.72,2.9,0.37,0.13,Basalt,1,0,0
50.85,0.79,21.61,0.11,4.57,12.33,2.35,0.37,0.13,Basalt,1,0,0
51.07,0.85,20.9,0.13,4.62,12.23,2.52,0.44,0.15,Basalt,1,0,0
51.92,2.44,15.26,0.2,4.25,8.77,3.91,0.5,0.5,Basalt,1,0,0
51.66,1.7,18.28,0.15,4.51,10.48,3.21,0.44,0.32,Basalt,1,0,0
50.48,1.6,17.23,0.16,7.02,10.8,2.74,0.23,0.25,Basalt,1,0,0
50.75,1.77,16.95,0.16,6.57,10.41,2.86,0.44,0.25,Basalt,1,0,0
50.86,1.62,17.25,0.16,6.25,10.46,2.86,0.49,0.28,Basalt,1,0,0
51.95,1.88,17.49,0.18,4.25,9.42,3.63,0.67,0.31,Basalt,1,0,0
51.41,2.45,15.51,0.22,4.41,9.08,3.85,0.48,0.63,Basalt,1,0,0
52.93,2.03,15.63,0.17,4.65,8.71,3.79,0.77,0.37,Basalt,1,0,0
52.04,1.87,16.8,0.17,4.45,9.5,3.69,0.6,0.34,Basalt,1,0,0
52.46,2.6,15.34,0.21,4.05,8.44,4.1,0.55,0.76,Basalt,1,0,0
48.99,1.62,15.44,0.16,9.31,10.54,2.74,0.86,0.4,Basalt,1,0,0
51.11,1.09,17.88,0.15,7.26,10.01,2.42,0.42,0.16,Basalt,1,0,0
52.19,0.99,16.25,0.17,7.71,11.04,2.19,0.16,0.17,Basalt,1,0,0
51.86,1.24,18.56,0.15,4.74,9.49,3.51,0.25,0.28,Basalt,1,0,0
51.23,1.43,18.8,0.15,4.66,10.57,2.74,0.34,0.18,Basalt,1,0,0
51.86,1.02,17.46,0.18,6.84,10.62,2.76,0.41,0.16,Basalt,1,0,0
52.04,1.4,17.65,0.16,6.11,9.65,2.93,0.45,0.22,Basalt,1,0,0
50.07,1.03,20.4,0.14,5.46,11.75,2.47,0.28,0.16,Basalt,1,0,0
50.25,1.86,16.72,0.18,7.1,10.5,2.53,0.37,0.22,Basalt,1,0,0
51.98,2.26,16.35,0.23,4.64,8.66,2.88,0.21,0.33,Basalt,1,0,0
52.12,2.18,16.31,0.19,4.47,10.01,2.7,0.21,0.4,Basalt,1,0,0
51.88,1.27,16.95,0.15,7.17,9.22,2.83,0.52,0.2,Basalt,1,0,0
52.03,1.68,17.68,0.21,5.31,10.14,2.91,0.36,0.26,Basalt,1,0,0
52.14,2.27,15.98,0.2,4.48,9.05,2.96,0.39,0.35,Basalt,1,0,0
52.16,1.31,17.8,0.16,6.02,9.88,2.94,0.55,0.17,Basalt,1,0,0
51.52,1.24,19.26,0.16,4.56,10.99,2.84,0.29,0.14,Basalt,1,0,0
47.96,1.32,17.92,0.18,8.51,10.79,2.22,0.35,0.11,Basalt,1,0,0
51.02,1.37,19.54,0.15,3.7,10.35,3.49,0.72,0.34,Basalt,1,0,0
50.41,1.43,20.92,0.16,3.67,10.41,2.86,0.51,0.15,Basalt,1,0,0
52.02,1.18,18.48,0.15,5.44,10.84,2.76,0.18,0.15,Basalt,1,0,0
51.18,1,18.87,0.17,6.12,9.73,3.11,0.56,0.32,Basalt,1,0,0
52.07,1.18,18.93,0.15,5.27,10.5,2.79,0.22,0.2,Basalt,1,0,0
50.51,1.43,18.59,0.15,5.75,10.01,2.96,0.35,0.2,Basalt,1,0,0
51.47,1.22,16.92,0.15,7.47,9.8,2.85,0.49,0.16,Basalt,1,0,0
51.39,1.48,16.89,0.15,6.78,9.7,2.75,0.57,0.18,Basalt,1,0,0
51.82,1.43,19,0.15,4.71,9.4,3.37,0.56,0.21,Basalt,1,0,0
48.03,1.44,17.91,0.18,6.92,12.94,2.19,0.18,0.14,Basalt,1,0,0
48.41,1.31,18.6,0.15,6.81,12.88,2.13,0.12,0.14,Basalt,1,0,0
49.41,1.41,17.03,0.11,7.23,12.19,2.22,0.12,0.17,Basalt,1,0,0
49.02,2.03,16.58,0.21,6.03,10.01,2.87,0.42,0.23,Basalt,1,0,0
48.62,1.53,17.76,0.18,6.48,12.9,2.07,0.26,0.15,Basalt,1,0,0
48.46,1.35,19.65,0.15,5.46,13.17,2.09,0.37,0.14,Basalt,1,0,0
48.44,1.46,17.65,0.16,7.1,12.62,2.27,0.25,0.16,Basalt,1,0,0
49,1.89,15.12,0.22,7.09,12.33,2.37,0.23,0.19,Basalt,1,0,0
49.01,1.67,16.82,0.18,6.67,12.1,2.29,0.28,0.17,Basalt,1,0,0
49.63,2.18,14.55,0.27,6.37,11.35,2.83,0.32,0.26,Basalt,1,0,0
50.69,1.48,15.98,0.16,6.66,11.57,2.79,0.34,0.19,Basalt,1,0,0
50.74,1.66,15.75,0.2,6.22,10.95,3.18,0.38,0.25,Basalt,1,0,0
50.94,2.24,15.55,0.24,4.78,8.82,3.52,0.68,0.28,Basalt,1,0,0
51.44,1.58,16.19,0.15,5.29,10.76,3.11,0.38,0.22,Basalt,1,0,0
51.26,2.23,15.52,0.25,4.75,9.12,3.35,0.56,0.29,Basalt,1,0,0
51.9,0.76,17.09,0.13,8.22,11.12,2.3,0.48,0.13,Basalt,1,0,0
51.48,1.58,16.41,0.18,5.1,10.91,3,0.38,0.22,Basalt,1,0,0
51.07,1.42,19.88,0.16,3.59,10.8,2.79,0.41,0.14,Basalt,1,0,0
51.74,1.76,18.27,0.22,4.21,8.81,3.33,0.5,0.42,Basalt,1,0,0
52.05,1.39,16.06,0.19,5.83,9.87,3.55,0.64,0.19,Basalt,1,0,0
52.18,0.94,16.75,0.16,6.17,11.57,2.75,0.3,0.12,Basalt,1,0,0
48.03,1.16,20.05,0.14,6.48,13.68,1.91,0.13,0.13,Basalt,1,0,0
47.56,1.49,15.37,0.17,10.83,11.86,2.04,0.21,0.15,Basalt,1,0,0
47.27,1.34,15.55,0.16,11.77,11.77,1.94,0.1,0.15,Basalt,1,0,0
47.58,1.21,16.96,0.15,9.76,13.05,1.65,0.17,0.11,Basalt,1,0,0
47.76,1.21,17.95,0.14,9.11,12.58,1.88,0.18,0.13,Basalt,1,0,0
47.63,1.03,19.26,0.13,8.06,13.42,1.97,0.2,0.12,Basalt,1,0,0
49.5,1.76,15.72,0.18,6.58,12.35,2.62,0.35,0.19,Basalt,1,0,0
47.58,1.29,15.35,0.16,11.36,12.18,1.92,0.16,0.12,Basalt,1,0,0
47.73,1.28,15.33,0.16,11.14,12.26,1.91,0.2,0.12,Basalt,1,0,0
47.85,1.27,16.7,0.16,9.53,12.5,2.17,0.17,0.13,Basalt,1,0,0
47.73,1.28,15.33,0.16,11.14,12.26,1.91,0.2,0.12,Basalt,1,0,0
47.62,1.24,17.2,0.15,8.95,12.92,2.15,0.2,0.12,Basalt,1,0,0
47.65,1.28,17.11,0.16,9,12.73,2.07,0.23,0.13,Basalt,1,0,0
48.27,1.2,18.15,0.14,7.76,13.3,1.8,0.26,0.12,Basalt,1,0,0
47.69,1.04,19.77,0.13,7.7,13.25,1.81,0.15,0.1,Basalt,1,0,0
48.2,1.45,16.37,0.18,8.04,12.87,2.11,0.23,0.15,Basalt,1,0,0
47.72,1.26,16.99,0.16,9.3,12.41,2.14,0.16,0.13,Basalt,1,0,0
47.92,1.23,17.88,0.15,7.97,13.28,2.08,0.26,0.13,Basalt,1,0,0
47.95,1.22,17.85,0.15,7.96,13.16,1.85,0.17,0.12,Basalt,1,0,0
48.79,1.6,17.82,0.19,6.05,12.64,2.16,0.16,0.17,Basalt,1,0,0
48.26,1.23,18.24,0.14,7.7,13.11,1.97,0.2,0.13,Basalt,1,0,0
48.44,1.48,16.32,0.16,8.31,12.32,2.19,0.18,0.15,Basalt,1,0,0
48.6,1.41,18.12,0.15,6.66,13.18,1.98,0.19,0.14,Basalt,1,0,0
49.15,1.85,15.27,0.2,7.46,11.43,2.42,0.24,0.2,Basalt,1,0,0
48.6,1.5,16.85,0.17,7.16,12.74,2.15,0.21,0.15,Basalt,1,0,0
48.77,1.45,17.01,0.18,6.71,13.2,2.03,0.2,0.14,Basalt,1,0,0
48.65,1.43,17.79,0.17,6.61,12.86,2.1,0.25,0.13,Basalt,1,0,0
48.7,1.29,16.95,0.16,7.99,12.64,2.05,0.18,0.12,Basalt,1,0,0
48.77,1.58,16.98,0.2,6.44,13.07,2.19,0.23,0.16,Basalt,1,0,0
48.2,1.38,16.64,0.16,8.79,12.48,1.99,0.17,0.13,Basalt,1,0,0
48.61,1.37,18.32,0.15,6.56,13,2.06,0.21,0.13,Basalt,1,0,0
49.24,1.6,16.14,0.19,7.13,11.69,2.31,0.35,0.17,Basalt,1,0,0
48.12,1.22,18.5,0.15,7.61,12.84,2.07,0.28,0.12,Basalt,1,0,0
48.75,1.52,16.79,0.18,7.03,12.19,2.55,0.33,0.16,Basalt,1,0,0
48.86,1.52,17.3,0.17,6.45,13.03,2.19,0.23,0.16,Basalt,1,0,0
49.04,1.63,17.88,0.17,5.44,12.98,2.32,0.26,0.16,Basalt,1,0,0
49.46,1.83,16.72,0.18,5.99,12,2.68,0.37,0.23,Basalt,1,0,0
49.45,1.8,16.86,0.17,6.03,12.06,2.68,0.35,0.21,Basalt,1,0,0
49.58,1.84,16.66,0.17,5.97,11.96,2.66,0.36,0.21,Basalt,1,0,0
49.56,1.78,16.52,0.18,6.44,11.93,2.38,0.35,0.2,Basalt,1,0,0
50.49,1.46,19.93,0.14,4.11,11.77,3.11,0.23,0.23,Basalt,1,0,0
50.62,2.01,15.11,0.21,5.85,10.41,2.84,0.41,0.22,Basalt,1,0,0
51.2,1.01,17.1,0.14,6.36,10.96,3.27,0.51,0.13,Basalt,1,0,0
51.13,2.23,15.38,0.23,4.77,9.1,3.35,0.6,0.28,Basalt,1,0,0
51.73,2.19,15.26,0.23,4.71,8.96,3.33,0.57,0.28,Basalt,1,0,0
51.94,1.27,17.69,0.15,5.24,10.94,3.06,0.4,0.18,Basalt,1,0,0
51.89,2.23,15.13,0.22,4.7,8.99,3.21,0.56,0.27,Basalt,1,0,0
52.01,2.22,15.03,0.25,4.66,8.92,3.21,0.6,0.28,Basalt,1,0,0
51.94,1.11,17.62,0.15,5.94,11.14,2.9,0.46,0.17,Basalt,1,0,0
51.85,2.17,15.23,0.22,4.73,8.97,3.35,0.59,0.27,Basalt,1,0,0
51.96,1.01,16.85,0.16,6.29,11.5,2.88,0.38,0.16,Basalt,1,0,0
47.41,0.88,21.2,0.11,7.31,13.93,1.76,0.12,0.09,Basalt,1,0,0
47.6,1.23,18.16,0.15,8.06,12.93,1.95,0.22,0.13,Basalt,1,0,0
47.46,1.13,17.49,0.15,9.67,12.48,2.1,0.18,0.12,Basalt,1,0,0
47.68,0.94,21.99,0.11,5.54,14.28,2.01,0.18,0.1,Basalt,1,0,0
47.75,1.22,16.63,0.17,9.73,12.12,2.16,0.21,0.11,Basalt,1,0,0
47.51,1.21,17.13,0.16,9.41,12.64,2.03,0.22,0.13,Basalt,1,0,0
47.63,1.19,17.38,0.15,9.12,12.88,1.97,0.18,0.12,Basalt,1,0,0
47.84,1.46,16.49,0.17,8.82,12.4,2.14,0.2,0.14,Basalt,1,0,0
47.73,1.15,18.7,0.14,8.1,12.98,1.9,0.22,0.11,Basalt,1,0,0
47.6,3.07,14.34,0.25,5.2,11.09,2.72,0.45,0.35,Basalt,1,0,0
47.67,2.48,15.86,0.21,5.77,11.38,2.64,0.43,0.28,Basalt,1,0,0
48.38,1.38,17.02,0.17,8.11,11.66,2.32,0.23,0.14,Basalt,1,0,0
48.17,1.43,17.67,0.16,7.04,13.04,2.2,0.25,0.14,Basalt,1,0,0
47.8,2.75,14.98,0.23,5.77,10.7,2.74,0.4,0.31,Basalt,1,0,0
47.81,1.11,18.31,0.15,8.47,13.02,1.83,0.24,0.11,Basalt,1,0,0
48.11,1.37,16.45,0.17,8.96,12.26,2.17,0.17,0.14,Basalt,1,0,0
48.07,1.22,16.7,0.16,9.43,12.22,2.19,0.17,0.12,Basalt,1,0,0
47.93,2.52,15.6,0.22,5.69,11.15,2.69,0.41,0.29,Basalt,1,0,0
48.11,2.53,15.77,0.2,5.52,11.29,2.69,0.41,0.28,Basalt,1,0,0
48.39,1.37,18.48,0.15,6.37,13.17,2.33,0.22,0.14,Basalt,1,0,0
47.52,2.5,15.64,0.22,5.83,10.63,2.68,0.52,0.29,Basalt,1,0,0
48.88,1.55,16.7,0.18,7.6,11.55,2.39,0.25,0.14,Basalt,1,0,0
48.36,1.39,16.43,0.16,8.26,12.85,2.2,0.1,0.14,Basalt,1,0,0
48.79,1.78,15.41,0.2,6.72,12.74,2.43,0.3,0.17,Basalt,1,0,0
48.65,1.64,15.88,0.2,7.13,12.39,2.41,0.19,0.15,Basalt,1,0,0
48.1,2.46,15.66,0.21,5.78,11.22,2.68,0.42,0.28,Basalt,1,0,0
47.98,2.55,15.62,0.23,5.66,11.09,2.74,0.39,0.29,Basalt,1,0,0
50.03,1.59,19.54,0.2,4.62,11.78,2.67,0.3,0.27,Basalt,1,0,0
50.51,1.41,17.52,0.21,6.37,10.93,2.89,0.6,0.27,Basalt,1,0,0
50.69,1.97,16.72,0.2,5.68,10.53,2.83,0.62,0.35,Basalt,1,0,0
50.7,1.61,17.93,0.14,5.5,10.29,3.22,0.57,0.3,Basalt,1,0,0
51.69,2.18,16.13,0.18,4.77,9.59,3.54,0.64,0.35,Basalt,1,0,0
51.89,1.08,16.54,0.18,8.25,9.87,2.71,0.18,0.18,Basalt,1,0,0
51.32,2.5,15.23,0.21,4.62,8.86,3.72,0.58,0.6,Basalt,1,0,0
51.77,1.98,16.37,0.18,4.6,9.3,3.73,0.6,0.3,Basalt,1,0,0
51.87,1.23,17.12,0.14,7.42,9.51,3.12,0.47,0.24,Basalt,1,0,0
51.83,1.57,16.8,0.16,7,9.69,3.14,0.47,0.25,Basalt,1,0,0
52.02,1.37,15.44,0.16,8.21,9.95,2.78,0.5,0.23,Basalt,1,0,0
51.01,0.9,16.41,0.13,9.37,10.74,2.6,0.81,0.23,Basalt,1,0,0
51.35,1.84,16.57,0.18,5.79,10.19,2.98,0.6,0.4,Basalt,1,0,0
51.33,0.86,17.24,0.15,8.61,10.31,2.51,0.47,0.19,Basalt,1,0,0
48.97,2.53,16.78,0.26,5.96,10.16,2.82,0.17,0.42,Basalt,1,0,0
51.3,1.87,16.45,0.18,6.69,9.51,3,0.33,0.31,Basalt,1,0,0
51.31,1.96,16.67,0.19,6.24,9.84,3.01,0.48,0.4,Basalt,1,0,0
49.08,1.35,17.69,0.16,7.25,12.17,2.35,0.24,0.13,Basalt,1,0,0
47.13,1.12,14.17,0.16,12.53,11.91,1.74,0.98,0.59,Basalt,1,0,0
47.64,1.24,16.85,0.17,10.2,11.45,2.25,0.38,0.23,Basalt,1,0,0
47.66,1.1,13.99,0.17,13.06,11.81,1.71,1.03,0.57,Basalt,1,0,0
47.77,1.21,15.59,0.16,10.7,11.71,2.24,0.89,0.46,Basalt,1,0,0
47.95,1.08,14.15,0.17,12.07,11.86,2.17,1.08,0.59,Basalt,1,0,0
48.36,1.16,15.01,0.16,11.26,11.43,2.3,0.78,0.48,Basalt,1,0,0
48.39,1.16,14.72,0.17,11.61,11.4,2.02,0.91,0.52,Basalt,1,0,0
48.12,1.32,16.46,0.17,9.7,11.42,2.32,0.45,0.22,Basalt,1,0,0
48.68,1.29,15.96,0.16,10.4,10.83,2.34,0.48,0.32,Basalt,1,0,0
48.71,1.16,14.84,0.17,11.5,11.18,1.93,0.88,0.51,Basalt,1,0,0
49.88,1.32,16.28,0.16,8.86,10.65,2.57,0.42,0.27,Basalt,1,0,0
51.01,1.52,16.25,0.15,7.76,9.89,2.8,0.51,0.4,Basalt,1,0,0
51.64,1.81,18.4,0.15,4.08,9.98,3.37,0.58,0.24,Basalt,1,0,0
51.7,1.8,18.35,0.16,4.27,9.79,3.52,0.6,0.26,Basalt,1,0,0
50.59,1.13,18.69,0.19,5.94,10.84,2.54,0.31,0.19,Basalt,1,0,0
50.83,1.19,19.36,0.22,5.82,10.87,2.7,0.43,0.2,Basalt,1,0,0
51.08,1.24,21.04,0.22,4.63,9.91,3.12,0.92,0.24,Basalt,1,0,0
51.75,1.05,17.48,0.17,6.09,11.08,2.35,0.82,0.19,Basalt,1,0,0
50.33,0.94,19.1,0.18,6.46,11.09,2.48,0.5,0.12,Basalt,1,0,0
50.81,0.95,19.14,0.14,6.63,10.39,2.45,0.55,0.12,Basalt,1,0,0
51.96,1.59,19.25,0.17,3.73,9.94,3.21,0.23,0.21,Basalt,1,0,0
50.54,1.37,20.13,0.21,3.44,11.29,2.81,0.4,0.16,Basalt,1,0,0
51.26,1.81,16.47,0.16,6.64,9.89,2.73,0.19,0.19,Basalt,1,0,0
51.86,1.76,17.95,0.2,3.57,9.05,3.57,0.97,0.25,Basalt,1,0,0
50.27,1.3,21.13,0.16,3.74,11.44,2.94,0.27,0.15,Basalt,1,0,0
50.84,1.12,23.35,0.1,3.77,8.49,3.55,0.2,0.12,Basalt,1,0,0
51.82,1.34,20.22,0.17,2.37,10.82,3.14,0.41,0.14,Basalt,1,0,0
51.42,1.24,19.24,0.19,4.24,9.77,2.98,1.12,0.32,Basalt,1,0,0
51.19,1.3,18.8,0.22,5.43,10.29,3.2,0.24,0.26,Basalt,1,0,0
49.76,1.49,17.04,0.17,7.78,7.78,3.76,0.97,0.27,Basalt,1,0,0
50.71,0.99,17.51,0.18,9.04,9.04,2.75,0.05,0.11,Basalt,1,0,0
51.45,1.31,17.64,0.18,6.63,9.36,2.91,0.6,0.39,Basalt,1,0,0
51.97,1.33,17.02,0.17,6.4,9.07,3.06,0.62,0.32,Basalt,1,0,0
50.52,1.24,17.55,0.17,8.11,9.05,3.22,0.66,0.34,Basalt,1,0,0
53.41,1.11,17.97,0.12,5.16,11.15,2.79,0.59,0.29,Basalt,1,0,0
49.92,1.25,18.93,0.19,4.05,9.8,3.68,0.32,0.36,Basalt,1,0,0
51.32,2.47,16.75,0.19,4.18,9.47,2.98,0.72,0.67,Basalt,1,0,0
55,1.63,17.68,0.14,3.12,8.32,3.81,1.18,0.28,Basalt,1,0,0
52.06,1.83,17.95,0.24,6.81,7.09,3.39,0.91,0.38,Basalt,1,0,0
55.15,0.88,17.7,0.19,5.45,7.89,3.54,0.77,0.22,Basalt,1,0,0
53.76,1.59,18.08,0.16,3.58,8.88,3.82,0.56,0.23,Basalt,1,0,0
54.56,0.91,19.11,0.19,4.68,7.89,2.9,1.14,0.19,Basalt,1,0,0
52.68,1.86,16.96,0.19,4.03,8.25,3.76,0.99,0.29,Basalt,1,0,0
51.9,1.22,17.88,0.15,5.65,8.41,4.13,1.34,0.63,Basalt,1,0,0
51.48,1.11,17.39,0.16,7.4,10.66,2.86,0.28,0.14,Basalt,1,0,0
51.59,1.12,17.93,0.17,6.81,8.58,3.2,1.16,0.51,Basalt,1,0,0
51.8,1.13,18.55,0.1,5.65,8.83,3.82,0.46,0.47,Basalt,1,0,0
51.08,1.05,17.08,0.11,8.01,9.22,2.95,0.39,0.39,Basalt,1,0,0
50.78,0.88,17.53,0.11,8.2,9.9,2.97,0.28,0.27,Basalt,1,0,0
51.36,1.22,17.52,0.12,5.77,8.37,3.78,0.62,0.49,Basalt,1,0,0
50.89,1.02,17.87,0.11,6.5,10.47,3.12,0.28,0.26,Basalt,1,0,0
51.26,1.12,17.5,0.1,6.71,9.22,3.33,0.39,0.45,Basalt,1,0,0
48.98,1.23,16.83,0.19,7.92,10.12,2.88,0.39,0.14,Basalt,1,0,0
51.39,2.85,13.27,0.23,2.83,7.9,2.95,1.3,1.13,Basalt,1,0,0
50.07,2.58,15.53,0.27,4.56,8.77,3.58,0.69,0.89,Basalt,1,0,0
